# Table of selected background quantities
# All densities are multiplied by (8piG/3) (below, shortcut notation (.) for this factor) 
# Densities are in units [Mpc^-2] while all distances are in [Mpc]. 
# The units of phi, tau in the derivatives and the potential V are the following:
# --> phi is given in units of the reduced Planck mass m_Pl = (8 pi G)^(-1/2)
# --> tau in the derivative of V(phi) is given in units of Mpc.
# --> the potential V(phi) is given in units of m_Pl^2/Mpc^2.
#    1:z                      2:proper time [Gyr]      3:conf. time [Mpc]       4:H [1/Mpc]              5:comov. dist.           6:ang.diam.dist.         7:lum. dist.             8:comov.snd.hrz.         9:(.)rho_g              10:(.)rho_b              11:(.)rho_cdm            12:(.)rho_ncdm[0]        13:(.)p_ncdm[0]          14:(.)rho_ur             15:(.)rho_crit           16:(.)rho_scf            17:(.)p_scf              18:(.)p_prime_scf        19:phi_scf               20:phi'_scf              21:V_scf                 22:V'_scf                23:V''_scf               24:(.)w_scf              25:(.)Om                 26:(.)Our                27:(.)Oscf               28:(.)OscfKin            29:(.)Otot               30:(.)rho_tot            31:(.)p_tot              32:(.)p_tot_prime        33:gr.fac. D             34:gr.fac. f             35:beta                  36:dbeta/dz           
       8.884838741853e+13       9.566483650067e-26       5.211404641159e-09       1.704682668645e+22       1.436705291193e+04       1.617030238742e-10       1.276489483181e+18       3.009160668940e-09       1.714657057307e+44       1.776929814534e+33       9.380191638771e+33       3.945506997842e+43       1.315168999281e+43       7.967352435741e+43       2.905943000777e+44       5.563240162652e+14       5.563240162652e+14      -2.134773486007e+23       1.568700002065e-07       3.754303275176e-07       3.680090060397e-08      -0.000000000000e+00       0.000000000000e+00       1.000000000000e+00       3.839415105637e-11       8.642262770501e-01       1.914435403986e-30       1.914435403986e-30       8.642262770885e-01       2.905943000777e+44       9.686476668885e+43      -7.433953221860e+52       6.183458267902e-06       1.617498013202e+00       7.071067811866e-05       0.000000000000e+00 
       8.789847232612e+13       9.774370095605e-26       5.267793312669e-09       1.668426580807e+22       1.436705291193e+04       1.634505416502e-10       1.262842002787e+18       3.041680541689e-09       1.642496226007e+44       1.720543297358e+33       9.082534223294e+33       3.779461511573e+43       1.259820503858e+43       7.632048782700e+43       2.783647255542e+44       5.544646181641e+14       5.544646181641e+14      -2.104890978377e+23       1.568700002277e-07       3.788528770477e-07       3.680090060397e-08      -0.000000000000e+00       0.000000000000e+00       1.000000000000e+00       3.880907503328e-11       8.642262770497e-01       1.991863793303e-30       1.991863793303e-30       8.642262770885e-01       2.783647255542e+44       9.278824184780e+43      -7.044962898140e+52       6.290966680304e-06       1.589856054136e+00       7.071067811866e-05       0.000000000000e+00 
       8.695871317136e+13       9.986774060410e-26       5.326000973582e-09       1.632941606519e+22       1.436705291193e+04       1.652169447772e-10       1.249340433286e+18       3.074551855334e-09       1.573372261788e+44       1.665946068253e+33       8.794322237164e+33       3.620404000112e+43       1.206801333371e+43       7.310856283979e+43       2.666498290302e+44       5.523108367823e+14       5.523108367823e+14      -2.074297818405e+23       1.568700002494e-07       3.822026339944e-07       3.680090060397e-08      -0.000000000000e+00       0.000000000000e+00       1.000000000000e+00       3.922848307633e-11       8.642262770493e-01       2.071296421944e-30       2.071296421944e-30       8.642262770886e-01       2.666498290302e+44       8.888327633991e+43      -6.676326949465e+52       6.398475092706e-06       1.563142986124e+00       7.071067811866e-05       0.000000000000e+00 
       8.602900137289e+13       1.020379371337e-25       5.382389645092e-09       1.598211345334e+22       1.436705291193e+04       1.670024373484e-10       1.235983214685e+18       3.107778407882e-09       1.507157359005e+44       1.613081348543e+33       8.515255952799e+33       3.468040376624e+43       1.156013458875e+43       7.003181075854e+43       2.554279504354e+44       5.498776293923e+14       5.498776293923e+14      -2.043080012125e+23       1.568700002715e-07       3.854811465486e-07       3.680090060397e-08      -0.000000000000e+00       0.000000000000e+00       1.000000000000e+00       3.965242364462e-11       8.642262770490e-01       2.152770002089e-30       2.152770002089e-30       8.642262770886e-01       2.554279504354e+44       8.514265014176e+43      -6.326980309281e+52       6.505983505108e-06       1.537312760662e+00       7.071067811866e-05       0.000000000000e+00 
       8.510922951025e+13       1.042552935664e-25       5.440597306006e-09       1.564219745615e+22       1.436705291193e+04       1.688072256628e-10       1.222768803667e+18       3.141364038386e-09       1.443729090674e+44       1.561894161283e+33       8.245045153652e+33       3.322088930826e+43       1.107362976942e+43       6.708454287178e+43       2.446783412573e+44       5.471796037710e+14       5.471796037710e+14      -2.011319208367e+23       1.568700002940e-07       3.886899299736e-07       3.680090060397e-08      -0.000000000000e+00       0.000000000000e+00       1.000000000000e+00       4.008094572058e-11       8.642262770486e-01       2.236322189203e-30       2.236322189203e-30       8.642262770887e-01       2.446783412573e+44       8.155944708248e+43      -5.995913641893e+52       6.613491917510e-06       1.512322323488e+00       7.071067811866e-05       0.000000000000e+00 
       8.419929131143e+13       1.065208347204e-25       5.500623956323e-09       1.530951097122e+22       1.436705291193e+04       1.706315182486e-10       1.209695673418e+18       3.175312627386e-09       1.382970182115e+44       1.512331274087e+33       7.983408832670e+33       3.182279808132e+43       1.060759936044e+43       6.426130987576e+43       2.343811261780e+44       5.442310060540e+14       5.442310060540e+14      -1.979092799545e+23       1.568700003169e-07       3.918304673052e-07       3.680090060397e-08      -0.000000000000e+00       0.000000000000e+00       1.000000000000e+00       4.051409881675e-11       8.642262770482e-01       2.321991599445e-30       2.321991599445e-30       8.642262770887e-01       2.343811261780e+44       7.812704205618e+43      -5.682170426278e+52       6.721000329912e-06       1.488131375109e+00       7.071067811866e-05       0.000000000000e+00 
       8.329908164066e+13       1.088356076835e-25       5.558831617236e-09       1.498390023749e+22       1.436705291193e+04       1.724755258876e-10       1.196762313446e+18       3.209628097359e-09       1.324768294116e+44       1.464341143772e+33       7.730074899766e+33       3.048354510705e+43       1.016118170235e+43       6.155689179908e+43       2.245172663269e+44       5.410457109793e+14       5.410457109793e+14      -1.946474030099e+23       1.568700003403e-07       3.949042100372e-07       3.680090060397e-08      -0.000000000000e+00       0.000000000000e+00       1.000000000000e+00       4.095193298029e-11       8.642262770479e-01       2.409817827514e-30       2.409817827514e-30       8.642262770888e-01       2.245172663269e+44       7.483908877258e+43      -5.384844192498e+52       6.828508742315e-06       1.464702153940e+00       7.071067811866e-05       0.000000000000e+00 
       8.240849648618e+13       1.112006822978e-25       5.618858267553e-09       1.466521476414e+22       1.436705291193e+04       1.743394616396e-10       1.183967229409e+18       3.244314413172e-09       1.269015815230e+44       1.417873862747e+33       7.484779898952e+33       2.920065419511e+43       9.733551398371e+42       5.896628835126e+43       2.150685240783e+44       5.376372142947e+14       5.376372142947e+14      -1.913532111133e+23       1.568700003641e-07       3.979125787923e-07       3.680090060397e-08      -0.000000000000e+00       0.000000000000e+00       1.000000000000e+00       4.139449879917e-11       8.642262770475e-01       2.499841464942e-30       2.499841464942e-30       8.642262770889e-01       2.150685240783e+44       7.168950802313e+43      -5.103075902718e+52       6.936017154717e-06       1.441999239617e+00       7.071067811866e-05       0.000000000000e+00 
       8.152743294829e+13       1.136171516536e-25       5.680703907274e-09       1.435330726110e+22       1.436705291193e+04       1.762235408668e-10       1.171308942942e+18       3.279375582541e-09       1.215609662805e+44       1.372881107118e+33       7.247268734373e+33       2.797175336491e+43       9.323917788304e+42       5.648470967755e+43       2.060174293315e+44       5.340186271279e+14       5.340186271279e+14      -1.880332339957e+23       1.568700003884e-07       4.008569639787e-07       3.680090060397e-08      -0.000000000000e+00       0.000000000000e+00       1.000000000000e+00       4.184184740806e-11       8.642262770471e-01       2.592104118863e-30       2.592104118863e-30       8.642262770889e-01       2.060174293315e+44       6.867247644097e+43      -4.836051469267e+52       7.043525567119e-06       1.419989374322e+00       7.071067811866e-05       0.000000000000e+00 
       8.065578922741e+13       1.160861325951e-25       5.740730557591e-09       1.404803357093e+22       1.436705291193e+04       1.781279812589e-10       1.158785991483e+18       3.314815656492e-09       1.164451092389e+44       1.329316086433e+33       7.017294405143e+33       2.679457045994e+43       8.931523486648e+42       5.410756750284e+43       1.973472472100e+44       5.302026721263e+14       5.302026721263e+14      -1.846936223369e+23       1.568700004131e-07       4.037387264324e-07       3.680090060397e-08      -0.000000000000e+00       0.000000000000e+00       1.000000000000e+00       4.229403049486e-11       8.642262770467e-01       2.686648431240e-30       2.686648431240e-30       8.642262770890e-01       1.973472472100e+44       6.578241573389e+43      -4.582999402565e+52       7.151033979521e-06       1.398641300226e+00       7.071067811866e-05       0.000000000000e+00 
       7.979346461238e+13       1.186087662361e-25       5.802576197311e-09       1.374925260221e+22       1.436705291193e+04       1.800530028583e-10       1.146396928112e+18       3.350638729831e-09       1.115445515164e+44       1.287133495018e+33       6.794617748185e+33       2.566692894674e+43       8.555642982246e+42       5.183046664817e+43       1.890419471194e+44       5.262016811961e+14       5.262016811961e+14      -1.813401603658e+23       1.568700004382e-07       4.065591980468e-07       3.680090060397e-08      -0.000000000000e+00       0.000000000000e+00       1.000000000000e+00       4.275110030525e-11       8.642262770463e-01       2.783518098572e-30       2.783518098572e-30       8.642262770891e-01       1.890419471194e+44       6.301398237045e+43      -4.343188582130e+52       7.258542391923e-06       1.377925611375e+00       7.071067811866e-05       0.000000000000e+00 
       7.894035946874e+13       1.211862184875e-25       5.866240826435e-09       1.345682626432e+22       1.436705291193e+04       1.819988280851e-10       1.134140321374e+18       3.386848941617e-09       1.068502323054e+44       1.246289464866e+33       6.579007189710e+33       2.458674389059e+43       8.195581296863e+42       4.964919690441e+43       1.810861731082e+44       5.220275946764e+14       5.220275946764e+14      -1.779782786402e+23       1.568700004638e-07       4.093196823877e-07       3.680090060397e-08      -0.000000000000e+00       0.000000000000e+00       1.000000000000e+00       4.321310964973e-11       8.642262770459e-01       2.882757892092e-30       2.882757892092e-30       8.642262770891e-01       1.810861731082e+44       6.036205770013e+43      -4.115926144215e+52       7.366050804325e-06       1.357814618548e+00       7.071067811866e-05       0.000000000000e+00 
       7.809637522728e+13       1.238196805965e-25       5.929905455559e-09       1.317061940364e+22       1.436705291193e+04       1.839656817632e-10       1.122014755120e+18       3.423450475638e-09       1.023534721195e+44       1.206741520011e+33       6.370238504405e+33       2.355201810064e+43       7.850672700212e+42       4.755972524782e+43       1.734652154755e+44       5.176919618016e+14       5.176919618016e+14      -1.746130669284e+23       1.568700004898e-07       4.120214552960e-07       3.680090060397e-08      -0.000000000000e+00       0.000000000000e+00       1.000000000000e+00       4.368011190973e-11       8.642262770455e-01       2.984413678457e-30       2.984413678457e-30       8.642262770892e-01       1.734652154755e+44       5.782173848931e+43      -3.900555479985e+52       7.473559216728e-06       1.338282225783e+00       7.071067811866e-05       0.000000000000e+00 
       7.726141437266e+13       1.265103696969e-25       5.993570084684e-09       1.289049974104e+22       1.436705291193e+04       1.859537911463e-10       1.110018828342e+18       3.460447560898e-09       9.804595674597e+43       1.168448532360e+33       6.168094582223e+33       2.256083843722e+43       7.520279479072e+42       4.555818838324e+43       1.661649835738e+44       5.132059423171e+14       5.132059423171e+14      -1.712492871184e+23       1.568700005163e-07       4.146657654773e-07       3.680090060397e-08      -0.000000000000e+00       0.000000000000e+00       1.000000000000e+00       4.415216104376e-11       8.642262770451e-01       3.088532440948e-30       3.088532440948e-30       8.642262770892e-01       1.661649835738e+44       5.538832785548e+43      -3.696454338430e+52       7.581067629130e-06       1.319303817401e+00       7.071067811866e-05       0.000000000000e+00 
       7.643538043208e+13       1.292595293716e-25       6.059053703211e-09       1.261633781080e+22       1.436705291193e+04       1.879633859439e-10       1.098151155011e+18       3.497844472101e-09       9.391972187335e+43       1.131370678919e+33       5.972365202478e+33       2.161137227456e+43       7.203790758188e+42       4.364088560117e+43       1.591719797562e+44       5.085803091220e+14       5.085803091220e+14      -1.678913860972e+23       1.568700005433e-07       4.172538350791e-07       3.680090060397e-08      -0.000000000000e+00       0.000000000000e+00       1.000000000000e+00       4.462931159290e-11       8.642262770447e-01       3.195162301185e-30       3.195162301185e-30       8.642262770893e-01       1.591719797562e+44       5.305732658303e+43      -3.503033028555e+52       7.688576041532e-06       1.300856154516e+00       7.071067811866e-05       0.000000000000e+00 
       7.561817796419e+13       1.320684302274e-25       6.124537321739e-09       1.234800690073e+22       1.436705291193e+04       1.899946983479e-10       1.086410363915e+18       3.535645530150e-09       8.996713836576e+43       1.095469400378e+33       5.782846815344e+33       2.070186411243e+43       6.900621370811e+42       4.180427193533e+43       1.524732744204e+44       5.038254518219e+14       5.038254518219e+14      -1.645435085411e+23       1.568700005707e-07       4.197868602557e-07       3.680090060397e-08      -0.000000000000e+00       0.000000000000e+00       1.000000000000e+00       4.511161868772e-11       8.642262770443e-01       3.304352541369e-30       3.304352541369e-30       8.642262770894e-01       1.524732744204e+44       5.082442480451e+43      -3.319732715637e+52       7.796084453935e-06       1.282917280103e+00       7.071067811866e-05       0.000000000000e+00 
       7.480971254804e+13       1.349383704826e-25       6.190020940267e-09       1.208538299362e+22       1.436705291193e+04       1.920479630596e-10       1.074795098504e+18       3.573855102643e-09       8.618089815724e+43       1.060707361015e+33       5.599342330242e+33       1.983063233028e+43       6.610210776759e+42       4.004495160833e+43       1.460564821025e+44       4.989513810891e+14       4.989513810891e+14      -1.612095095750e+23       1.568700005985e-07       4.222660117208e-07       3.680090060397e-08      -0.000000000000e+00       0.000000000000e+00       1.000000000000e+00       4.559913805525e-11       8.642262770438e-01       3.416153627053e-30       3.416153627053e-30       8.642262770894e-01       1.460564821025e+44       4.868549403195e+43      -3.146023806638e+52       7.903592866337e-06       1.265466431817e+00       7.071067811866e-05       0.000000000000e+00 
       7.400989077217e+13       1.378706765662e-25       6.257323548198e-09       1.182834470994e+22       1.436705291193e+04       1.941234173166e-10       1.063304016730e+18       3.612477604379e-09       8.255400073962e+43       1.027048409862e+33       5.421660910701e+33       1.899606607805e+43       6.332022026018e+42       3.835967175302e+43       1.399097385771e+44       4.939677337317e+14       4.939677337317e+14      -1.578929672563e+23       1.568700006269e-07       4.246924352889e-07       3.680090060397e-08      -0.000000000000e+00       0.000000000000e+00       1.000000000000e+00       4.609192602420e-11       8.642262770434e-01       3.530617230475e-30       3.530617230475e-30       8.642262770895e-01       1.399097385771e+44       4.663657952356e+43      -2.981404420095e+52       8.011101278740e-06       1.248483961830e+00       7.071067811866e-05       0.000000000000e+00 
       7.321862022383e+13       1.408667037318e-25       6.324626156129e-09       1.157677325170e+22       1.436705291193e+04       1.962213009205e-10       1.051935790894e+18       3.651517497866e-09       7.907974021903e+43       9.944575431155e+32       5.249617775964e+33       1.819662229786e+43       6.065540765953e+42       3.674531639822e+43       1.340216789214e+44       4.888837783823e+14       4.888837783823e+14      -1.545971948520e+23       1.568700006557e-07       4.270672524046e-07       3.680090060397e-08      -0.000000000000e+00       0.000000000000e+00       1.000000000000e+00       4.659003953191e-11       8.642262770430e-01       3.647796254434e-30       3.647796254434e-30       8.642262770896e-01       1.340216789214e+44       4.467389297170e+43      -2.825398936081e+52       8.118609691142e-06       1.231951263037e+00       7.071067811866e-05       0.000000000000e+00 
       7.243580947828e+13       1.439278366834e-25       6.393747753464e-09       1.133055234759e+22       1.436705291193e+04       1.983418562642e-10       1.040689107493e+18       3.690979293839e-09       7.575169291715e+43       9.629008677328e+32       5.083034008850e+33       1.743082287092e+43       5.810274290308e+42       3.519890070746e+43       1.283814165016e+44       4.837084217255e+14       4.837084217255e+14      -1.513252528772e+23       1.568700006849e-07       4.293915606612e-07       3.680090060397e-08      -0.000000000000e+00       0.000000000000e+00       1.000000000000e+00       4.709353613113e-11       8.642262770425e-01       3.767744856745e-30       3.767744856745e-30       8.642262770896e-01       1.283814165016e+44       4.279380549851e+43      -2.677556622041e+52       8.226118103545e-06       1.215850701050e+00       7.071067811866e-05       0.000000000000e+00 
       7.166136808825e+13       1.470554902159e-25       6.462869350798e-09       1.108956819921e+22       1.436705291193e+04       2.004853283604e-10       1.029562667065e+18       3.730867551781e-09       7.256370549422e+43       9.323455661826e+32       4.921736369771e+33       1.669725188467e+43       5.565750628223e+42       3.371756546022e+43       1.229785228450e+44       4.784502151888e+14       4.784502151888e+14      -1.480799608718e+23       1.568700007147e-07       4.316664343076e-07       3.680090060397e-08      -0.000000000000e+00       0.000000000000e+00       1.000000000000e+00       4.760247399729e-11       8.642262770421e-01       3.890518475262e-30       3.890518475262e-30       8.642262770897e-01       1.229785228450e+44       4.099284094637e+43      -2.537450330529e+52       8.333626515947e-06       1.200165551454e+00       7.071067811866e-05       0.000000000000e+00 
       7.089520657347e+13       1.502511098684e-25       6.531990948133e-09       1.085370942848e+22       1.436705291193e+04       2.026519648692e-10       1.018555184043e+18       3.771186880449e-09       6.950988357200e+43       9.027598623180e+32       4.765557116348e+33       1.599455301477e+43       5.331517671591e+42       3.229857176543e+43       1.178030083579e+44       4.731173620315e+14       4.731173620315e+14      -1.448639088945e+23       1.568700007449e-07       4.338929247451e-07       3.680090060397e-08      -0.000000000000e+00       0.000000000000e+00       1.000000000000e+00       4.811691193357e-11       8.642262770417e-01       4.016173853508e-30       4.016173853508e-30       8.642262770898e-01       1.178030083579e+44       3.926766945073e+43      -2.404675265091e+52       8.441134928350e-06       1.184879941859e+00       7.071067811866e-05       0.000000000000e+00 
       7.013723641037e+13       1.535161725926e-25       6.602931534871e-09       1.062286702617e+22       1.436705291192e+04       2.048420161277e-10       1.007665386604e+18       3.811941938405e-09       6.658458083535e+43       8.741129883304e+32       4.614333829126e+33       1.532142701741e+43       5.107142339138e+42       3.093929599744e+43       1.128453038557e+44       4.677177247661e+14       4.677177247661e+14      -1.416794687177e+23       1.568700007756e-07       4.360720610133e-07       3.680090060397e-08      -0.000000000000e+00       0.000000000000e+00       1.000000000000e+00       4.863690937884e-11       8.642262770412e-01       4.144769066901e-30       4.144769066901e-30       8.642262770899e-01       1.128453038557e+44       3.761510128340e+43      -2.278847810721e+52       8.548643340753e-06       1.169978798326e+00       7.071067811866e-05       0.000000000000e+00 
       6.938737002177e+13       1.568521874356e-25       6.673872121610e-09       1.039693430152e+22       1.436705291192e+04       2.070557351780e-10       9.968920165221e+17       3.853137434558e-09       6.378238859265e+43       8.463751527521e+32       4.467909242665e+33       1.467662932707e+43       4.892209775690e+42       2.963722494509e+43       1.080962428701e+44       4.622588328571e+14       4.622588328571e+14      -1.385288047091e+23       1.568700008068e-07       4.382048502655e-07       3.680090060397e-08      -0.000000000000e+00       0.000000000000e+00       1.000000000000e+00       4.916252641456e-11       8.642262770408e-01       4.276363549586e-30       4.276363549586e-30       8.642262770899e-01       1.080962428701e+44       3.603208095494e+43      -2.159604425520e+52       8.656151753155e-06       1.155447795782e+00       7.071067811866e-05       0.000000000000e+00 
